system,degree,monoid_order,depth,level,slot,group_order,structure_description,is_nontrivial,rep_support_size,n_tiles,rep_support_paper,tiles_paper
rec_async_D,32,8,9,1,1,1,1,false,32,20,"{0=(D:0,W:0) 1=(D:0,W:1) 2=(D:0,W:2) 3=(D:0,W:3) 4=(D:0,W:4) 5=(D:0,W:5) 6=(D:0,W:6) 7=(D:0,W:7) 8=(D:1,W:0) 9=(D:1,W:1) 10=(D:1,W:2) 11=(D:1,W:3) 12=(D:1,W:4) 13=(D:1,W:5) 14=(D:1,W:6) 15=(D:1,W:7) 16=(D:2,W:0) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 20=(D:2,W:4) 21=(D:2,W:5) 22=(D:2,W:6) 23=(D:2,W:7) 24=(D:3,W:0) 25=(D:3,W:1) 26=(D:3,W:2) 27=(D:3,W:3) 28=(D:3,W:4) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)}","{0=(D:0,W:0) 5=(D:0,W:5) 9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)} | {1=(D:0,W:1)} | {2=(D:0,W:2)} | {3=(D:0,W:3)} | {4=(D:0,W:4)} | {6=(D:0,W:6)} | {7=(D:0,W:7)} | {8=(D:1,W:0)} | {10=(D:1,W:2)} | {11=(D:1,W:3)} | {14=(D:1,W:6)} | {16=(D:2,W:0)} | {20=(D:2,W:4)} | {21=(D:2,W:5)} | {22=(D:2,W:6)} | {23=(D:2,W:7)} | {24=(D:3,W:0)} | {25=(D:3,W:1)} | {26=(D:3,W:2)} | {28=(D:3,W:4)}"
rec_async_D,32,8,9,2,1,1,1,false,13,6,"{0=(D:0,W:0) 5=(D:0,W:5) 9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)}","{0=(D:0,W:0) 9=(D:1,W:1) 13=(D:1,W:5) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 29=(D:3,W:5)} | {5=(D:0,W:5)} | {12=(D:1,W:4)} | {27=(D:3,W:3)} | {30=(D:3,W:6)} | {31=(D:3,W:7)}"
rec_async_D,32,8,9,3,1,1,1,false,8,3,"{0=(D:0,W:0) 9=(D:1,W:1) 13=(D:1,W:5) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 29=(D:3,W:5)}","{0=(D:0,W:0) 13=(D:1,W:5) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3)} | {9=(D:1,W:1)} | {29=(D:3,W:5)}"
rec_async_D,32,8,9,4,1,1,1,false,6,2,"{0=(D:0,W:0) 13=(D:1,W:5) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3)}","{0=(D:0,W:0) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3)} | {13=(D:1,W:5)}"
rec_async_D,32,8,9,5,1,1,1,false,5,2,"{0=(D:0,W:0) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3)}","{0=(D:0,W:0) 15=(D:1,W:7) 18=(D:2,W:2) 19=(D:2,W:3)} | {17=(D:2,W:1)}"
rec_async_D,32,8,9,6,1,1,1,false,4,2,"{0=(D:0,W:0) 15=(D:1,W:7) 18=(D:2,W:2) 19=(D:2,W:3)}","{0=(D:0,W:0) 15=(D:1,W:7) 19=(D:2,W:3)} | {18=(D:2,W:2)}"
rec_async_D,32,8,9,7,1,1,1,false,3,2,"{0=(D:0,W:0) 15=(D:1,W:7) 19=(D:2,W:3)}","{0=(D:0,W:0) 19=(D:2,W:3)} | {15=(D:1,W:7)}"
rec_async_D,32,8,9,8,1,1,1,false,2,2,"{0=(D:0,W:0) 19=(D:2,W:3)}","{0=(D:0,W:0)} | {19=(D:2,W:3)}"
rec_async_W,32,8,9,1,1,1,1,false,32,19,"{0=(D:0,W:0) 1=(D:0,W:1) 2=(D:0,W:2) 3=(D:0,W:3) 4=(D:0,W:4) 5=(D:0,W:5) 6=(D:0,W:6) 7=(D:0,W:7) 8=(D:1,W:0) 9=(D:1,W:1) 10=(D:1,W:2) 11=(D:1,W:3) 12=(D:1,W:4) 13=(D:1,W:5) 14=(D:1,W:6) 15=(D:1,W:7) 16=(D:2,W:0) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 20=(D:2,W:4) 21=(D:2,W:5) 22=(D:2,W:6) 23=(D:2,W:7) 24=(D:3,W:0) 25=(D:3,W:1) 26=(D:3,W:2) 27=(D:3,W:3) 28=(D:3,W:4) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)}","{0=(D:0,W:0) 10=(D:1,W:2) 11=(D:1,W:3) 12=(D:1,W:4) 13=(D:1,W:5) 14=(D:1,W:6) 15=(D:1,W:7) 17=(D:2,W:1) 19=(D:2,W:3) 21=(D:2,W:5) 23=(D:2,W:7) 25=(D:3,W:1) 27=(D:3,W:3) 29=(D:3,W:5)} | {1=(D:0,W:1)} | {2=(D:0,W:2)} | {3=(D:0,W:3)} | {4=(D:0,W:4)} | {5=(D:0,W:5)} | {6=(D:0,W:6)} | {7=(D:0,W:7)} | {8=(D:1,W:0)} | {9=(D:1,W:1)} | {16=(D:2,W:0)} | {18=(D:2,W:2)} | {20=(D:2,W:4)} | {22=(D:2,W:6)} | {24=(D:3,W:0)} | {26=(D:3,W:2)} | {28=(D:3,W:4)} | {30=(D:3,W:6)} | {31=(D:3,W:7)}"
rec_async_W,32,8,9,2,1,1,1,false,14,6,"{0=(D:0,W:0) 10=(D:1,W:2) 11=(D:1,W:3) 12=(D:1,W:4) 13=(D:1,W:5) 14=(D:1,W:6) 15=(D:1,W:7) 17=(D:2,W:1) 19=(D:2,W:3) 21=(D:2,W:5) 23=(D:2,W:7) 25=(D:3,W:1) 27=(D:3,W:3) 29=(D:3,W:5)}","{0=(D:0,W:0) 10=(D:1,W:2) 11=(D:1,W:3) 13=(D:1,W:5) 14=(D:1,W:6) 17=(D:2,W:1) 19=(D:2,W:3) 21=(D:2,W:5) 23=(D:2,W:7)} | {12=(D:1,W:4)} | {15=(D:1,W:7)} | {25=(D:3,W:1)} | {27=(D:3,W:3)} | {29=(D:3,W:5)}"
rec_async_W,32,8,9,3,1,1,1,false,9,4,"{0=(D:0,W:0) 10=(D:1,W:2) 11=(D:1,W:3) 13=(D:1,W:5) 14=(D:1,W:6) 17=(D:2,W:1) 19=(D:2,W:3) 21=(D:2,W:5) 23=(D:2,W:7)}","{0=(D:0,W:0) 10=(D:1,W:2) 17=(D:2,W:1) 19=(D:2,W:3) 21=(D:2,W:5) 23=(D:2,W:7)} | {11=(D:1,W:3)} | {13=(D:1,W:5)} | {14=(D:1,W:6)}"
rec_async_W,32,8,9,4,1,1,1,false,6,2,"{0=(D:0,W:0) 10=(D:1,W:2) 17=(D:2,W:1) 19=(D:2,W:3) 21=(D:2,W:5) 23=(D:2,W:7)}","{0=(D:0,W:0) 10=(D:1,W:2) 17=(D:2,W:1) 19=(D:2,W:3) 23=(D:2,W:7)} | {21=(D:2,W:5)}"
rec_async_W,32,8,9,5,1,1,1,false,5,2,"{0=(D:0,W:0) 10=(D:1,W:2) 17=(D:2,W:1) 19=(D:2,W:3) 23=(D:2,W:7)}","{0=(D:0,W:0) 10=(D:1,W:2) 19=(D:2,W:3) 23=(D:2,W:7)} | {17=(D:2,W:1)}"
rec_async_W,32,8,9,6,1,1,1,false,4,2,"{0=(D:0,W:0) 10=(D:1,W:2) 19=(D:2,W:3) 23=(D:2,W:7)}","{0=(D:0,W:0) 19=(D:2,W:3) 23=(D:2,W:7)} | {10=(D:1,W:2)}"
rec_async_W,32,8,9,7,1,1,1,false,3,2,"{0=(D:0,W:0) 19=(D:2,W:3) 23=(D:2,W:7)}","{0=(D:0,W:0) 19=(D:2,W:3)} | {23=(D:2,W:7)}"
rec_async_W,32,8,9,8,1,1,1,false,2,2,"{0=(D:0,W:0) 19=(D:2,W:3)}","{0=(D:0,W:0)} | {19=(D:2,W:3)}"
