system,degree,monoid_order,depth,level,slot,group_order,structure_description,is_nontrivial,rep_support_size,n_tiles,rep_support_paper,tiles_paper
DN3,3,13,3,1,1,2,C2,true,3,2,{0 1 2},{0 1} | {1 2}
DN3,3,13,3,2,1,2,C2,true,2,2,{1 2},{1} | {2}
DN4,4,24,4,1,1,1,1,false,4,2,{0 1 2 3},{0 1} | {1 2 3}
DN4,4,24,4,2,1,1,1,false,3,2,{1 2 3},{1 2} | {2 3}
DN4,4,24,4,3,1,2,C2,true,2,2,{0 1},{0} | {1}
WTA,8,326,7,1,1,1,1,false,8,4,"{0=(0,0,0) 1=(0,0,1) 2=(0,1,0) 3=(0,1,1) 4=(1,0,0) 5=(1,0,1) 6=(1,1,0) 7=(1,1,1)}","{0=(0,0,0) 1=(0,0,1) 3=(0,1,1) 5=(1,0,1)} | {1=(0,0,1) 2=(0,1,0) 3=(0,1,1) 7=(1,1,1)} | {1=(0,0,1) 4=(1,0,0) 5=(1,0,1) 7=(1,1,1)} | {3=(0,1,1) 5=(1,0,1) 6=(1,1,0) 7=(1,1,1)}"
WTA,8,326,7,2,1,1,1,false,4,2,"{0=(0,0,0) 1=(0,0,1) 3=(0,1,1) 5=(1,0,1)}","{0=(0,0,0) 1=(0,0,1) 3=(0,1,1)} | {0=(0,0,0) 1=(0,0,1) 5=(1,0,1)}"
WTA,8,326,7,2,2,2,C2,true,4,4,"{1=(0,0,1) 4=(1,0,0) 5=(1,0,1) 7=(1,1,1)}","{1=(0,0,1) 4=(1,0,0) 5=(1,0,1)} | {1=(0,0,1) 4=(1,0,0) 7=(1,1,1)} | {1=(0,0,1) 5=(1,0,1) 7=(1,1,1)} | {4=(1,0,0) 5=(1,0,1) 7=(1,1,1)}"
WTA,8,326,7,2,3,1,1,false,4,4,"{3=(0,1,1) 5=(1,0,1) 6=(1,1,0) 7=(1,1,1)}","{3=(0,1,1) 5=(1,0,1) 6=(1,1,0)} | {3=(0,1,1) 5=(1,0,1) 7=(1,1,1)} | {3=(0,1,1) 6=(1,1,0) 7=(1,1,1)} | {5=(1,0,1) 6=(1,1,0) 7=(1,1,1)}"
WTA,8,326,7,3,1,1,1,false,3,3,"{1=(0,0,1) 4=(1,0,0) 5=(1,0,1)}","{1=(0,0,1) 4=(1,0,0)} | {1=(0,0,1) 5=(1,0,1)} | {4=(1,0,0) 5=(1,0,1)}"
WTA,8,326,7,3,2,1,1,false,3,3,"{1=(0,0,1) 2=(0,1,0) 3=(0,1,1)}","{1=(0,0,1) 2=(0,1,0)} | {1=(0,0,1) 3=(0,1,1)} | {2=(0,1,0) 3=(0,1,1)}"
WTA,8,326,7,3,3,1,1,false,3,2,"{3=(0,1,1) 5=(1,0,1) 6=(1,1,0)}","{3=(0,1,1) 6=(1,1,0)} | {5=(1,0,1) 6=(1,1,0)}"
WTA,8,326,7,4,1,1,1,false,3,3,"{0=(0,0,0) 1=(0,0,1) 5=(1,0,1)}","{0=(0,0,0) 1=(0,0,1)} | {0=(0,0,0) 5=(1,0,1)} | {1=(0,0,1) 5=(1,0,1)}"
WTA,8,326,7,4,2,1,1,false,3,3,"{5=(1,0,1) 6=(1,1,0) 7=(1,1,1)}","{5=(1,0,1) 6=(1,1,0)} | {5=(1,0,1) 7=(1,1,1)} | {6=(1,1,0) 7=(1,1,1)}"
WTA,8,326,7,4,3,1,1,false,3,3,"{0=(0,0,0) 1=(0,0,1) 3=(0,1,1)}","{0=(0,0,0) 1=(0,0,1)} | {0=(0,0,0) 3=(0,1,1)} | {1=(0,0,1) 3=(0,1,1)}"
WTA,8,326,7,4,4,1,1,false,3,3,"{3=(0,1,1) 6=(1,1,0) 7=(1,1,1)}","{3=(0,1,1) 6=(1,1,0)} | {3=(0,1,1) 7=(1,1,1)} | {6=(1,1,0) 7=(1,1,1)}"
WTA,8,326,7,4,5,1,1,false,3,2,"{3=(0,1,1) 5=(1,0,1) 7=(1,1,1)}","{3=(0,1,1) 7=(1,1,1)} | {5=(1,0,1) 7=(1,1,1)}"
WTA,8,326,7,5,1,2,C2,true,2,2,"{4=(1,0,0) 5=(1,0,1)}","{4=(1,0,0)} | {5=(1,0,1)}"
WTA,8,326,7,6,1,1,1,false,2,2,"{0=(0,0,0) 1=(0,0,1)}","{0=(0,0,0)} | {1=(0,0,1)}"
WTA,8,326,7,6,2,1,1,false,2,2,"{6=(1,1,0) 7=(1,1,1)}","{6=(1,1,0)} | {7=(1,1,1)}"
prod,32,576,9,1,1,1,1,false,32,13,"{0=(D:0,W:0) 1=(D:0,W:1) 2=(D:0,W:2) 3=(D:0,W:3) 4=(D:0,W:4) 5=(D:0,W:5) 6=(D:0,W:6) 7=(D:0,W:7) 8=(D:1,W:0) 9=(D:1,W:1) 10=(D:1,W:2) 11=(D:1,W:3) 12=(D:1,W:4) 13=(D:1,W:5) 14=(D:1,W:6) 15=(D:1,W:7) 16=(D:2,W:0) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 20=(D:2,W:4) 21=(D:2,W:5) 22=(D:2,W:6) 23=(D:2,W:7) 24=(D:3,W:0) 25=(D:3,W:1) 26=(D:3,W:2) 27=(D:3,W:3) 28=(D:3,W:4) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)}","{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3) 5=(D:0,W:5)} | {1=(D:0,W:1) 4=(D:0,W:4) 5=(D:0,W:5) 7=(D:0,W:7) 9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7)} | {2=(D:0,W:2)} | {6=(D:0,W:6)} | {8=(D:1,W:0)} | {9=(D:1,W:1) 10=(D:1,W:2) 11=(D:1,W:3) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7)} | {11=(D:1,W:3) 13=(D:1,W:5) 14=(D:1,W:6) 15=(D:1,W:7) 19=(D:2,W:3) 21=(D:2,W:5) 22=(D:2,W:6) 23=(D:2,W:7) 27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)} | {16=(D:2,W:0)} | {20=(D:2,W:4)} | {24=(D:3,W:0)} | {25=(D:3,W:1)} | {26=(D:3,W:2)} | {28=(D:3,W:4)}"
prod,32,576,9,2,1,1,1,false,4,2,"{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3) 5=(D:0,W:5)}","{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3)} | {0=(D:0,W:0) 1=(D:0,W:1) 5=(D:0,W:5)}"
prod,32,576,9,2,2,2,C2,true,8,7,"{1=(D:0,W:1) 4=(D:0,W:4) 5=(D:0,W:5) 7=(D:0,W:7) 9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7)}","{1=(D:0,W:1) 4=(D:0,W:4) 7=(D:0,W:7)} | {1=(D:0,W:1) 5=(D:0,W:5) 7=(D:0,W:7)} | {1=(D:0,W:1) 5=(D:0,W:5) 9=(D:1,W:1) 13=(D:1,W:5)} | {4=(D:0,W:4) 7=(D:0,W:7) 12=(D:1,W:4) 15=(D:1,W:7)} | {9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5)} | {9=(D:1,W:1) 15=(D:1,W:7)} | {12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7)}"
prod,32,576,9,2,3,1,1,false,12,5,"{11=(D:1,W:3) 13=(D:1,W:5) 14=(D:1,W:6) 15=(D:1,W:7) 19=(D:2,W:3) 21=(D:2,W:5) 22=(D:2,W:6) 23=(D:2,W:7) 27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)}","{11=(D:1,W:3) 13=(D:1,W:5) 15=(D:1,W:7) 19=(D:2,W:3) 21=(D:2,W:5) 23=(D:2,W:7)} | {14=(D:1,W:6)} | {19=(D:2,W:3) 22=(D:2,W:6) 23=(D:2,W:7)} | {21=(D:2,W:5) 22=(D:2,W:6) 23=(D:2,W:7) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)} | {27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6)}"
prod,32,576,9,3,1,1,1,false,3,3,"{9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5)}","{9=(D:1,W:1) 12=(D:1,W:4)} | {9=(D:1,W:1) 13=(D:1,W:5)} | {12=(D:1,W:4) 13=(D:1,W:5)}"
prod,32,576,9,3,2,1,1,false,3,2,"{17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3)}","{17=(D:2,W:1) 18=(D:2,W:2)} | {18=(D:2,W:2) 19=(D:2,W:3)}"
prod,32,576,9,3,3,1,1,false,3,2,"{27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6)}","{27=(D:3,W:3) 30=(D:3,W:6)} | {29=(D:3,W:5) 30=(D:3,W:6)}"
prod,32,576,9,3,4,1,1,false,6,4,"{21=(D:2,W:5) 22=(D:2,W:6) 23=(D:2,W:7) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)}","{21=(D:2,W:5) 22=(D:2,W:6) 23=(D:2,W:7)} | {21=(D:2,W:5) 22=(D:2,W:6) 29=(D:3,W:5) 30=(D:3,W:6)} | {23=(D:2,W:7) 31=(D:3,W:7)} | {29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)}"
prod,32,576,9,3,5,1,1,false,6,4,"{11=(D:1,W:3) 13=(D:1,W:5) 15=(D:1,W:7) 19=(D:2,W:3) 21=(D:2,W:5) 23=(D:2,W:7)}","{11=(D:1,W:3) 13=(D:1,W:5) 15=(D:1,W:7)} | {11=(D:1,W:3) 15=(D:1,W:7) 19=(D:2,W:3) 23=(D:2,W:7)} | {13=(D:1,W:5) 15=(D:1,W:7) 21=(D:2,W:5) 23=(D:2,W:7)} | {19=(D:2,W:3) 21=(D:2,W:5) 23=(D:2,W:7)}"
prod,32,576,9,4,1,1,1,false,3,3,"{0=(D:0,W:0) 1=(D:0,W:1) 5=(D:0,W:5)}","{0=(D:0,W:0) 1=(D:0,W:1)} | {0=(D:0,W:0) 5=(D:0,W:5)} | {1=(D:0,W:1) 5=(D:0,W:5)}"
prod,32,576,9,4,2,1,1,false,3,3,"{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3)}","{0=(D:0,W:0) 1=(D:0,W:1)} | {0=(D:0,W:0) 3=(D:0,W:3)} | {1=(D:0,W:1) 3=(D:0,W:3)}"
prod,32,576,9,4,3,1,1,false,3,3,"{19=(D:2,W:3) 22=(D:2,W:6) 23=(D:2,W:7)}","{19=(D:2,W:3) 22=(D:2,W:6)} | {19=(D:2,W:3) 23=(D:2,W:7)} | {22=(D:2,W:6) 23=(D:2,W:7)}"
prod,32,576,9,4,4,1,1,false,4,3,"{1=(D:0,W:1) 5=(D:0,W:5) 9=(D:1,W:1) 13=(D:1,W:5)}","{1=(D:0,W:1) 5=(D:0,W:5)} | {5=(D:0,W:5) 13=(D:1,W:5)} | {9=(D:1,W:1) 13=(D:1,W:5)}"
prod,32,576,9,4,5,1,1,false,3,3,"{21=(D:2,W:5) 22=(D:2,W:6) 23=(D:2,W:7)}","{21=(D:2,W:5) 22=(D:2,W:6)} | {21=(D:2,W:5) 23=(D:2,W:7)} | {22=(D:2,W:6) 23=(D:2,W:7)}"
prod,32,576,9,4,6,1,1,false,3,2,"{11=(D:1,W:3) 13=(D:1,W:5) 15=(D:1,W:7)}","{11=(D:1,W:3) 15=(D:1,W:7)} | {13=(D:1,W:5) 15=(D:1,W:7)}"
prod,32,576,9,4,7,1,1,false,3,2,"{29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)}","{29=(D:3,W:5) 30=(D:3,W:6)} | {30=(D:3,W:6) 31=(D:3,W:7)}"
prod,32,576,9,5,1,1,1,false,4,3,"{21=(D:2,W:5) 22=(D:2,W:6) 29=(D:3,W:5) 30=(D:3,W:6)}","{21=(D:2,W:5) 22=(D:2,W:6)} | {21=(D:2,W:5) 29=(D:3,W:5)} | {29=(D:3,W:5) 30=(D:3,W:6)}"
prod,32,576,9,5,2,1,1,false,3,2,"{19=(D:2,W:3) 21=(D:2,W:5) 23=(D:2,W:7)}","{19=(D:2,W:3) 23=(D:2,W:7)} | {21=(D:2,W:5) 23=(D:2,W:7)}"
prod,32,576,9,6,1,1,1,false,4,4,"{13=(D:1,W:5) 15=(D:1,W:7) 21=(D:2,W:5) 23=(D:2,W:7)}","{13=(D:1,W:5) 15=(D:1,W:7)} | {13=(D:1,W:5) 21=(D:2,W:5)} | {15=(D:1,W:7) 23=(D:2,W:7)} | {21=(D:2,W:5) 23=(D:2,W:7)}"
prod,32,576,9,7,1,2,C2,true,2,2,"{12=(D:1,W:4) 13=(D:1,W:5)}","{12=(D:1,W:4)} | {13=(D:1,W:5)}"
prod,32,576,9,7,2,2,C2,true,2,2,"{5=(D:0,W:5) 13=(D:1,W:5)}","{5=(D:0,W:5)} | {13=(D:1,W:5)}"
prod,32,576,9,8,1,1,1,false,2,2,"{0=(D:0,W:0) 1=(D:0,W:1)}","{0=(D:0,W:0)} | {1=(D:0,W:1)}"
prod,32,576,9,8,2,1,1,false,2,2,"{22=(D:2,W:6) 23=(D:2,W:7)}","{22=(D:2,W:6)} | {23=(D:2,W:7)}"
prod,32,576,9,8,3,1,1,false,2,2,"{30=(D:3,W:6) 31=(D:3,W:7)}","{30=(D:3,W:6)} | {31=(D:3,W:7)}"
D_to_W,32,3149,12,1,1,1,1,false,32,18,"{0=(D:0,W:0) 1=(D:0,W:1) 2=(D:0,W:2) 3=(D:0,W:3) 4=(D:0,W:4) 5=(D:0,W:5) 6=(D:0,W:6) 7=(D:0,W:7) 8=(D:1,W:0) 9=(D:1,W:1) 10=(D:1,W:2) 11=(D:1,W:3) 12=(D:1,W:4) 13=(D:1,W:5) 14=(D:1,W:6) 15=(D:1,W:7) 16=(D:2,W:0) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 20=(D:2,W:4) 21=(D:2,W:5) 22=(D:2,W:6) 23=(D:2,W:7) 24=(D:3,W:0) 25=(D:3,W:1) 26=(D:3,W:2) 27=(D:3,W:3) 28=(D:3,W:4) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)}","{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3) 5=(D:0,W:5) 9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7)} | {2=(D:0,W:2)} | {4=(D:0,W:4)} | {6=(D:0,W:6)} | {7=(D:0,W:7)} | {8=(D:1,W:0)} | {9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7) 27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)} | {10=(D:1,W:2)} | {11=(D:1,W:3)} | {14=(D:1,W:6)} | {16=(D:2,W:0)} | {20=(D:2,W:4)} | {21=(D:2,W:5)} | {22=(D:2,W:6)} | {24=(D:3,W:0)} | {25=(D:3,W:1)} | {26=(D:3,W:2)} | {28=(D:3,W:4)}"
D_to_W,32,3149,12,2,1,1,1,false,8,3,"{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3) 5=(D:0,W:5) 9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7)}","{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3) 5=(D:0,W:5)} | {0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3) 12=(D:1,W:4) 13=(D:1,W:5)} | {9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7)}"
D_to_W,32,3149,12,2,2,1,1,false,12,3,"{9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7) 27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)}","{9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7)} | {17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7) 27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6)} | {31=(D:3,W:7)}"
D_to_W,32,3149,12,3,1,1,1,false,8,3,"{9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7)}","{9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7)} | {9=(D:1,W:1) 13=(D:1,W:5) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7)} | {12=(D:1,W:4) 13=(D:1,W:5) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3)}"
D_to_W,32,3149,12,3,2,1,1,false,7,3,"{17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7) 27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6)}","{17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7)} | {17=(D:2,W:1) 23=(D:2,W:7) 27=(D:3,W:3) 30=(D:3,W:6)} | {27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6)}"
D_to_W,32,3149,12,4,1,1,1,false,5,3,"{12=(D:1,W:4) 13=(D:1,W:5) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3)}","{12=(D:1,W:4) 13=(D:1,W:5)} | {13=(D:1,W:5) 18=(D:2,W:2) 19=(D:2,W:3)} | {17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3)}"
D_to_W,32,3149,12,4,2,1,1,false,6,2,"{9=(D:1,W:1) 13=(D:1,W:5) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7)}","{9=(D:1,W:1) 13=(D:1,W:5) 18=(D:2,W:2) 19=(D:2,W:3)} | {17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7)}"
D_to_W,32,3149,12,5,1,1,1,false,4,2,"{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3) 5=(D:0,W:5)}","{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3)} | {0=(D:0,W:0) 1=(D:0,W:1) 5=(D:0,W:5)}"
D_to_W,32,3149,12,5,2,1,1,false,5,2,"{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3) 12=(D:1,W:4) 13=(D:1,W:5)}","{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3) 13=(D:1,W:5)} | {1=(D:0,W:1) 3=(D:0,W:3) 12=(D:1,W:4) 13=(D:1,W:5)}"
D_to_W,32,3149,12,6,1,1,1,false,3,2,"{27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6)}","{27=(D:3,W:3) 30=(D:3,W:6)} | {29=(D:3,W:5) 30=(D:3,W:6)}"
D_to_W,32,3149,12,6,2,1,1,false,4,2,"{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3) 13=(D:1,W:5)}","{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3)} | {1=(D:0,W:1) 3=(D:0,W:3) 13=(D:1,W:5)}"
D_to_W,32,3149,12,6,3,4,C4,true,4,4,"{9=(D:1,W:1) 13=(D:1,W:5) 18=(D:2,W:2) 19=(D:2,W:3)}","{9=(D:1,W:1) 13=(D:1,W:5) 18=(D:2,W:2)} | {9=(D:1,W:1) 13=(D:1,W:5) 19=(D:2,W:3)} | {9=(D:1,W:1) 18=(D:2,W:2) 19=(D:2,W:3)} | {13=(D:1,W:5) 18=(D:2,W:2) 19=(D:2,W:3)}"
D_to_W,32,3149,12,7,1,2,C2,true,4,4,"{9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7)}","{9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5)} | {9=(D:1,W:1) 12=(D:1,W:4) 15=(D:1,W:7)} | {9=(D:1,W:1) 13=(D:1,W:5) 15=(D:1,W:7)} | {12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7)}"
D_to_W,32,3149,12,7,2,2,C2,true,3,3,"{13=(D:1,W:5) 18=(D:2,W:2) 19=(D:2,W:3)}","{13=(D:1,W:5) 18=(D:2,W:2)} | {13=(D:1,W:5) 19=(D:2,W:3)} | {18=(D:2,W:2) 19=(D:2,W:3)}"
D_to_W,32,3149,12,8,1,1,1,false,3,3,"{9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5)}","{9=(D:1,W:1) 12=(D:1,W:4)} | {9=(D:1,W:1) 13=(D:1,W:5)} | {12=(D:1,W:4) 13=(D:1,W:5)}"
D_to_W,32,3149,12,8,2,1,1,false,3,3,"{17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3)}","{17=(D:2,W:1) 18=(D:2,W:2)} | {17=(D:2,W:1) 19=(D:2,W:3)} | {18=(D:2,W:2) 19=(D:2,W:3)}"
D_to_W,32,3149,12,8,3,2,C2,true,2,2,"{13=(D:1,W:5) 19=(D:2,W:3)}","{13=(D:1,W:5)} | {19=(D:2,W:3)}"
D_to_W,32,3149,12,9,1,1,1,false,3,3,"{0=(D:0,W:0) 1=(D:0,W:1) 5=(D:0,W:5)}","{0=(D:0,W:0) 1=(D:0,W:1)} | {0=(D:0,W:0) 5=(D:0,W:5)} | {1=(D:0,W:1) 5=(D:0,W:5)}"
D_to_W,32,3149,12,9,2,1,1,false,3,3,"{0=(D:0,W:0) 1=(D:0,W:1) 3=(D:0,W:3)}","{0=(D:0,W:0) 1=(D:0,W:1)} | {0=(D:0,W:0) 3=(D:0,W:3)} | {1=(D:0,W:1) 3=(D:0,W:3)}"
D_to_W,32,3149,12,10,1,2,C2,true,2,2,"{12=(D:1,W:4) 13=(D:1,W:5)}","{12=(D:1,W:4)} | {13=(D:1,W:5)}"
D_to_W,32,3149,12,11,1,1,1,false,2,2,"{0=(D:0,W:0) 1=(D:0,W:1)}","{0=(D:0,W:0)} | {1=(D:0,W:1)}"
D_to_W,32,3149,12,11,2,1,1,false,2,2,"{29=(D:3,W:5) 30=(D:3,W:6)}","{29=(D:3,W:5)} | {30=(D:3,W:6)}"
W_to_D,32,3084,22,1,1,1,1,false,32,16,"{0=(D:0,W:0) 1=(D:0,W:1) 2=(D:0,W:2) 3=(D:0,W:3) 4=(D:0,W:4) 5=(D:0,W:5) 6=(D:0,W:6) 7=(D:0,W:7) 8=(D:1,W:0) 9=(D:1,W:1) 10=(D:1,W:2) 11=(D:1,W:3) 12=(D:1,W:4) 13=(D:1,W:5) 14=(D:1,W:6) 15=(D:1,W:7) 16=(D:2,W:0) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 20=(D:2,W:4) 21=(D:2,W:5) 22=(D:2,W:6) 23=(D:2,W:7) 24=(D:3,W:0) 25=(D:3,W:1) 26=(D:3,W:2) 27=(D:3,W:3) 28=(D:3,W:4) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)}","{0=(D:0,W:0) 9=(D:1,W:1) 11=(D:1,W:3) 13=(D:1,W:5) 17=(D:2,W:1) 19=(D:2,W:3) 21=(D:2,W:5) 25=(D:3,W:1) 27=(D:3,W:3) 29=(D:3,W:5)} | {1=(D:0,W:1)} | {2=(D:0,W:2)} | {3=(D:0,W:3)} | {4=(D:0,W:4) 9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7) 17=(D:2,W:1) 21=(D:2,W:5) 23=(D:2,W:7) 25=(D:3,W:1) 29=(D:3,W:5) 31=(D:3,W:7)} | {5=(D:0,W:5)} | {6=(D:0,W:6)} | {7=(D:0,W:7)} | {8=(D:1,W:0)} | {9=(D:1,W:1) 10=(D:1,W:2) 11=(D:1,W:3) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7) 25=(D:3,W:1) 27=(D:3,W:3) 31=(D:3,W:7)} | {11=(D:1,W:3) 13=(D:1,W:5) 14=(D:1,W:6) 15=(D:1,W:7) 19=(D:2,W:3) 21=(D:2,W:5) 22=(D:2,W:6) 23=(D:2,W:7) 27=(D:3,W:3) 29=(D:3,W:5) 30=(D:3,W:6) 31=(D:3,W:7)} | {16=(D:2,W:0)} | {20=(D:2,W:4)} | {24=(D:3,W:0)} | {26=(D:3,W:2)} | {28=(D:3,W:4)}"
W_to_D,32,3084,22,2,1,1,1,false,10,7,"{0=(D:0,W:0) 9=(D:1,W:1) 11=(D:1,W:3) 13=(D:1,W:5) 17=(D:2,W:1) 19=(D:2,W:3) 21=(D:2,W:5) 25=(D:3,W:1) 27=(D:3,W:3) 29=(D:3,W:5)}","{0=(D:0,W:0) 9=(D:1,W:1) 17=(D:2,W:1) 19=(D:2,W:3)} | {0=(D:0,W:0) 9=(D:1,W:1) 17=(D:2,W:1) 21=(D:2,W:5) 29=(D:3,W:5)} | {9=(D:1,W:1) 11=(D:1,W:3) 17=(D:2,W:1) 19=(D:2,W:3)} | {9=(D:1,W:1) 13=(D:1,W:5) 17=(D:2,W:1) 21=(D:2,W:5)} | {13=(D:1,W:5) 21=(D:2,W:5) 29=(D:3,W:5)} | {25=(D:3,W:1)} | {27=(D:3,W:3)}"
W_to_D,32,3084,22,2,2,1,1,false,11,7,"{4=(D:0,W:4) 9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 15=(D:1,W:7) 17=(D:2,W:1) 21=(D:2,W:5) 23=(D:2,W:7) 25=(D:3,W:1) 29=(D:3,W:5) 31=(D:3,W:7)}","{4=(D:0,W:4) 9=(D:1,W:1) 12=(D:1,W:4) 13=(D:1,W:5) 17=(D:2,W:1) 21=(D:2,W:5) 23=(D:2,W:7)} | {4=(D:0,W:4) 12=(D:1,W:4) 13=(D:1,W:5) 21=(D:2,W:5) 29=(D:3,W:5)} | {9=(D:1,W:1) 17=(D:2,W:1) 21=(D:2,W:5) 29=(D:3,W:5)} | {9=(D:1,W:1) 17=(D:2,W:1) 23=(D:2,W:7) 31=(D:3,W:7)} | {13=(D:1,W:5) 21=(D:2,W:5) 23=(D:2,W:7) 31=(D:3,W:7)} | {15=(D:1,W:7) 21=(D:2,W:5) 23=(D:2,W:7)} | {25=(D:3,W:1)}"
W_to_D,32,3084,22,2,3,1,1,false,11,5,"{9=(D:1,W:1) 10=(D:1,W:2) 11=(D:1,W:3) 15=(D:1,W:7) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3) 23=(D:2,W:7) 25=(D:3,W:1) 27=(D:3,W:3) 31=(D:3,W:7)}","{9=(D:1,W:1) 10=(D:1,W:2) 11=(D:1,W:3) 17=(D:2,W:1) 18=(D:2,W:2) 19=(D:2,W:3)} | {9=(D:1,W:1) 10=(D:1,W:2) 11=(D:1,W:3) 17=(D:2,W:1) 19=(D:2,W:3) 23=(D:2,W:7) 31=(D:3,W:7)} | {15=(D:1,W:7) 19=(D:2,W:3) 23=(D:2,W:7)} | {25=(D:3,W:1)} | {27=(D:3,W:3)}"
